0.561405, 0.033391, 0.190106, -2.861884, -0.064615, -0.382457
0.562887, 0.031896, 0.190067, -2.849571, -0.085839, -0.399771
0.564525, 0.031520, 0.190879, -2.839920, -0.101677, -0.414937
0.564910, 0.030742, 0.190494, -2.833848, -0.113831, -0.425799
0.565947, 0.030116, 0.189874, -2.831484, -0.125880, -0.431663
0.567045, 0.029741, 0.189507, -2.827404, -0.139347, -0.438560
0.568267, 0.029258, 0.188084, -2.825100, -0.149034, -0.444922
0.569177, 0.027915, 0.185885, -2.830580, -0.159805, -0.444370
0.568823, 0.026505, 0.183820, -2.834140, -0.164837, -0.445503
0.567716, 0.025478, 0.182224, -2.835976, -0.165786, -0.445260
0.565963, 0.023393, 0.179108, -2.837169, -0.162534, -0.445274
0.564320, 0.021515, 0.176807, -2.835603, -0.161034, -0.447763
0.563386, 0.020129, 0.174172, -2.838058, -0.157784, -0.449735
0.561799, 0.018898, 0.171226, -2.841554, -0.151366, -0.449231
0.561243, 0.017761, 0.169100, -2.842118, -0.151625, -0.451911
0.561037, 0.016720, 0.167221, -2.841588, -0.150654, -0.455110
0.561908, 0.016041, 0.165182, -2.841791, -0.159221, -0.458857
0.562711, 0.016134, 0.163383, -2.842649, -0.162587, -0.458226
0.564256, 0.017352, 0.161090, -2.842665, -0.166230, -0.455008
0.565612, 0.019382, 0.158954, -2.841875, -0.173450, -0.450043
0.567512, 0.023413, 0.157182, -2.839438, -0.182775, -0.443126
0.569184, 0.026864, 0.155682, -2.837636, -0.195817, -0.437975
0.571184, 0.031334, 0.154024, -2.834567, -0.205227, -0.431113
0.573577, 0.035695, 0.152983, -2.833053, -0.218247, -0.423789
0.576460, 0.039581, 0.151982, -2.833409, -0.236596, -0.416211
0.578391, 0.042801, 0.151742, -2.833267, -0.248861, -0.408016
0.579885, 0.045160, 0.151482, -2.839829, -0.266440, -0.397486
0.581307, 0.046528, 0.151651, -2.843194, -0.281460, -0.389318
0.581253, 0.046595, 0.152245, -2.847612, -0.297765, -0.383203
0.581009, 0.046569, 0.152971, -2.850710, -0.308715, -0.378098
0.580294, 0.046439, 0.153866, -2.854372, -0.318377, -0.372860
0.578507, 0.046699, 0.155079, -2.857883, -0.323014, -0.367113
0.575688, 0.047459, 0.157565, -2.858359, -0.331848, -0.363237
0.571473, 0.048398, 0.160955, -2.858652, -0.335624, -0.356541
0.568858, 0.048728, 0.163260, -2.859717, -0.346920, -0.353211
0.565823, 0.048652, 0.165796, -2.860202, -0.362068, -0.352811
0.563797, 0.047927, 0.166858, -2.860350, -0.371467, -0.354922
0.562506, 0.047049, 0.167699, -2.863015, -0.383301, -0.357396
0.561024, 0.046597, 0.168192, -2.868445, -0.389411, -0.356031
0.559413, 0.046888, 0.167885, -2.876691, -0.395226, -0.350703
0.557454, 0.047555, 0.168935, -2.880571, -0.394543, -0.347073
0.555817, 0.046919, 0.169890, -2.883567, -0.394340, -0.344225
0.554497, 0.045954, 0.171746, -2.885595, -0.405036, -0.342749
0.553657, 0.044621, 0.172472, -2.892860, -0.412384, -0.339091
0.552326, 0.043915, 0.173307, -2.900296, -0.411235, -0.333463
0.550844, 0.042640, 0.173231, -2.912706, -0.415316, -0.325147
0.548287, 0.041576, 0.175576, -2.925151, -0.418347, -0.312927
0.545437, 0.040533, 0.177248, -2.935054, -0.418618, -0.304924
0.541293, 0.040534, 0.181869, -2.950636, -0.421965, -0.291032
0.536952, 0.040383, 0.185974, -2.964513, -0.419446, -0.274444
0.530490, 0.041367, 0.192721, -2.982066, -0.413539, -0.256167
0.524082, 0.042277, 0.199377, -2.997799, -0.407469, -0.243872
0.518000, 0.042689, 0.204091, -3.014290, -0.395909, -0.231159
0.509445, 0.044119, 0.211347, -3.034927, -0.377789, -0.218929
0.503036, 0.045281, 0.216778, -3.050138, -0.366857, -0.205045
0.496878, 0.046191, 0.222278, -3.069382, -0.353651, -0.191111
0.492808, 0.047048, 0.227126, -3.083175, -0.339376, -0.181308
0.490134, 0.047026, 0.231577, -3.108657, -0.314159, -0.169709
0.488824, 0.046178, 0.234546, -3.134248, -0.282346, -0.161134
0.487046, 0.044090, 0.237891, 3.123490, -0.241981, -0.153692
0.486548, 0.043230, 0.241755, 3.101160, -0.218678, -0.149124
0.485908, 0.040870, 0.244417, 3.068132, -0.186494, -0.149647
0.484519, 0.039163, 0.247596, 3.038879, -0.147181, -0.148101
0.483042, 0.035732, 0.248649, 2.998839, -0.124793, -0.151782
0.482475, 0.033287, 0.250400, 2.954339, -0.113503, -0.158553
0.480526, 0.030821, 0.251676, 2.914631, -0.082272, -0.167759
0.474231, 0.024754, 0.248752, 2.862752, -0.035134, -0.186263
0.468647, 0.020351, 0.249650, 2.807669, 0.007605, -0.203679
0.463766, 0.015378, 0.249170, 2.753267, 0.053361, -0.223371
0.459715, 0.013572, 0.250709, 2.715589, 0.113785, -0.237640
0.454721, 0.012651, 0.251413, 2.680823, 0.167673, -0.254424
0.449084, 0.013077, 0.253480, 2.668513, 0.219788, -0.258873
0.443510, 0.015323, 0.257255, 2.661202, 0.259483, -0.261218
0.438415, 0.020549, 0.261800, 2.652335, 0.302598, -0.252946
0.433372, 0.027153, 0.270098, 2.660718, 0.342991, -0.244594
0.429350, 0.034341, 0.279445, 2.682123, 0.381828, -0.237631
0.425370, 0.039363, 0.290079, 2.710016, 0.410671, -0.225826
0.424349, 0.044549, 0.301789, 2.754540, 0.438493, -0.210846
0.423753, 0.049827, 0.312967, 2.814436, 0.458831, -0.189824
0.424724, 0.054780, 0.325184, 2.876580, 0.456886, -0.158780
0.426826, 0.060728, 0.338066, 2.939272, 0.444482, -0.132892
0.430013, 0.064855, 0.346206, 3.000707, 0.429995, -0.109946
0.434042, 0.069905, 0.355406, 3.058454, 0.404619, -0.090429
0.437969, 0.072960, 0.361539, 3.116843, 0.391975, -0.072925
0.442206, 0.078021, 0.367469, -3.108110, 0.382347, -0.056657
0.447166, 0.083463, 0.370588, -3.051648, 0.368560, -0.045182
0.452959, 0.090974, 0.372363, -2.995309, 0.356359, -0.034133
0.458175, 0.098620, 0.372526, -2.942385, 0.333964, -0.028238
0.464565, 0.109612, 0.370696, -2.895203, 0.301340, -0.026272
0.470534, 0.120022, 0.366868, -2.856757, 0.258197, -0.028905
0.477573, 0.129037, 0.361668, -2.826328, 0.210306, -0.027453
0.485711, 0.136790, 0.354703, -2.797392, 0.163155, -0.027245
0.494066, 0.143019, 0.348359, -2.772039, 0.113814, -0.034347
0.502872, 0.146197, 0.335182, -2.755520, 0.061024, -0.043173
0.510562, 0.146268, 0.320435, -2.751509, 0.001122, -0.047135
0.516294, 0.145007, 0.309056, -2.743652, -0.054515, -0.051070
0.520919, 0.140496, 0.297054, -2.741063, -0.098013, -0.063017
0.521585, 0.134427, 0.287017, -2.737173, -0.124442, -0.079428
0.521111, 0.129084, 0.278778, -2.732041, -0.144485, -0.090772
0.517917, 0.119039, 0.271039, -2.734473, -0.164622, -0.103601
0.516176, 0.110226, 0.265237, -2.732151, -0.178408, -0.114295
0.512146, 0.097581, 0.260854, -2.739759, -0.195124, -0.129363
0.508817, 0.086452, 0.258198, -2.743041, -0.207645, -0.145689
0.504129, 0.075373, 0.256172, -2.748541, -0.222706, -0.163898
0.498557, 0.066663, 0.254494, -2.754248, -0.231813, -0.179077
0.492393, 0.058360, 0.253359, -2.764609, -0.250550, -0.193850
0.487893, 0.052052, 0.252754, -2.772042, -0.265911, -0.203198
0.481140, 0.047693, 0.253752, -2.778740, -0.274322, -0.203138
0.475270, 0.043763, 0.253268, -2.788000, -0.279069, -0.199702
0.469534, 0.040025, 0.253191, -2.798998, -0.283831, -0.194952
0.463697, 0.036973, 0.252811, -2.809960, -0.284598, -0.187238
0.457357, 0.034463, 0.253372, -2.804137, -0.278249, -0.187028
0.449719, 0.032256, 0.255788, -2.788039, -0.263974, -0.191404
0.442942, 0.030890, 0.259190, -2.759307, -0.248719, -0.199388
0.434847, 0.029330, 0.267019, -2.717568, -0.230384, -0.209350
0.427280, 0.027737, 0.274167, -2.684127, -0.214024, -0.210057
0.419892, 0.026074, 0.282242, -2.652597, -0.183514, -0.205489
0.411769, 0.023844, 0.289917, -2.644218, -0.156942, -0.194493
0.406037, 0.020003, 0.295950, -2.676861, -0.141881, -0.191635
0.400572, 0.014924, 0.298791, -2.701803, -0.136250, -0.187057
0.398075, 0.007718, 0.299760, -2.739658, -0.139118, -0.188199
0.396924, -0.003278, 0.298806, -2.784277, -0.146259, -0.187893
0.396059, -0.010943, 0.297115, -2.809832, -0.142387, -0.188983
0.395406, -0.019421, 0.293980, -2.832500, -0.131782, -0.189091
0.398289, -0.029407, 0.288697, -2.859319, -0.126177, -0.196972
0.401406, -0.039493, 0.282770, -2.886046, -0.129958, -0.198364
0.402993, -0.048931, 0.278021, -2.909053, -0.127306, -0.202072
0.406848, -0.059808, 0.272272, -2.935818, -0.133687, -0.209288
0.409696, -0.068689, 0.268666, -2.951559, -0.134860, -0.222167
0.411117, -0.076904, 0.265692, -2.970022, -0.138781, -0.235622
0.412346, -0.085469, 0.263086, -3.002527, -0.149964, -0.250647
0.413210, -0.094662, 0.263672, -3.040585, -0.175670, -0.274354
0.414326, -0.101983, 0.264489, -3.058132, -0.196418, -0.294223
0.414436, -0.107046, 0.267664, -3.068956, -0.215917, -0.312608
0.414220, -0.110007, 0.273703, -3.069137, -0.237284, -0.329564
0.414549, -0.111942, 0.277430, -3.064916, -0.254787, -0.347064
0.414778, -0.109422, 0.287317, -3.038482, -0.273127, -0.368593
0.415881, -0.107258, 0.293799, -3.023770, -0.285588, -0.382469
0.417302, -0.102259, 0.305162, -3.008347, -0.298990, -0.389668
0.418476, -0.098150, 0.315122, -3.007534, -0.307821, -0.393321
0.418671, -0.093894, 0.325096, -3.017385, -0.312770, -0.399984
0.418801, -0.089621, 0.334929, -3.013430, -0.313250, -0.408030
0.419973, -0.086521, 0.344043, -3.006599, -0.332233, -0.406854
0.420086, -0.082978, 0.353558, -3.013792, -0.340916, -0.407613
0.419459, -0.079098, 0.362795, -3.029486, -0.346041, -0.402423
0.418832, -0.075400, 0.370611, -3.045941, -0.334532, -0.408036
0.418791, -0.072913, 0.377219, -3.061117, -0.326034, -0.413203
0.418836, -0.070928, 0.382832, -3.061071, -0.315017, -0.414750
0.418634, -0.068482, 0.387740, -3.068553, -0.293542, -0.413034
0.418796, -0.065656, 0.393552, -3.062800, -0.269521, -0.407769
0.418923, -0.063307, 0.399729, -3.066879, -0.254279, -0.409445
0.419849, -0.062909, 0.407149, -3.090080, -0.264070, -0.423531
0.420708, -0.062125, 0.414469, -3.104886, -0.270600, -0.438028
0.420668, -0.062238, 0.422582, -3.137567, -0.303783, -0.467315
0.421612, -0.062001, 0.430348, 3.119937, -0.339304, -0.503494
0.421833, -0.061912, 0.437055, 3.094535, -0.376075, -0.534300
0.421715, -0.061588, 0.444449, 3.072100, -0.408844, -0.562675
0.420854, -0.060466, 0.450131, 3.049747, -0.438221, -0.592843
0.420375, -0.059465, 0.454424, 3.035550, -0.453127, -0.612221
0.422876, -0.066048, 0.436300, 3.074969, -0.412993, -0.565276
0.422063, -0.064683, 0.441142, 3.062844, -0.428985, -0.583545
0.421166, -0.063370, 0.443897, 3.059767, -0.435317, -0.594047
0.420543, -0.062611, 0.445396, 3.060057, -0.438330, -0.599437
0.420314, -0.062726, 0.445787, 3.060394, -0.438968, -0.602006
0.420241, -0.062985, 0.445693, 3.060560, -0.438663, -0.604070
0.420182, -0.063217, 0.445655, 3.060501, -0.438604, -0.605327
0.420147, -0.063373, 0.445639, 3.060623, -0.438552, -0.606326
